"pizzaId";"pizzaName";"pizzaPrice";"pizzaPrice1";"pizzaPrice2";"pizzaDesc";"pizzaCategorieId";"pizzaPubDate"
"314";"Soul Pops Kaccha Aam Candy";"47";"9.4";"0.35";"Code: FP3044   Shade Name: 
DP: 47.00   BV: 9.40   PV: 0.35
Weight(gm): 212.00";"28";"2022-02-26 15:58:10"
"315";"One Der Scrub";"130";"65";"2.41";"Code: HC5005   Shade Name: 
DP: 130.00   BV: 65.00   PV: 2.41
Weight(gm): 99.00";"33";"2022-02-26 17:04:52"
"316";"Mighty In-One Shine & Protect";"475";"237.5";"8.8";"Code: HC3031   Shade Name: 
DP: 475.00   BV: 237.50   PV: 8.80
Weight(gm): 280.00";"33";"2022-02-26 17:05:53"
"317";"Mighty In-One Multipurpose Cleaner";"125";"62.5";"2.31";"Code: HC3030   Shade Name: 
DP: 125.00   BV: 62.50   PV: 2.31
Weight(gm): 312.00";"33";"2022-02-26 17:06:44"
"318";"Spic â€˜Nâ€™ Span Scale And Bathroom Cleaner";"174";"87";"3.22";"Code: HC3028   Shade Name: 
DP: 174.00   BV: 87.00   PV: 3.22
Weight(gm): 372.00";"33";"2022-02-26 17:08:46"
"319";"Duz All Advanced Concentrated Multi Purpose Cleaner (Biosafe Formula)";"245";"122.5";"4.54";"Code: HC2025   Shade Name: DUZ ALL ADVANCED - CONCENTRATED MULTIPURPOSE CLEANER (New MRP)
DP: 245.00   BV: 122.50   PV: 4.54
Weight(gm): 560.00";"33";"2022-02-26 17:09:49"
"320";"Sparkle Advanced Concentrated Glass Cleaner With Antifog Effect(Biosafe Formula)";"170";"85";"3.15";"Code: HC2024   Shade Name: 
DP: 170.00   BV: 85.00   PV: 3.15
Weight(gm): 537.00";"33";"2022-02-26 17:10:38"
"321";"Hd Heavy Duty Floor Cleaner";"150";"75";"2.78";"Code: HC2021   Shade Name: 
DP: 150.00   BV: 75.00   PV: 2.78
Weight(gm): 618.00";"33";"2022-02-26 17:13:21"
"322";"Stericlean Powerful Disinfectant Cleaner Original";"222";"111";"4.11";"Code: HC2019   Shade Name: SteriClean - Disinfectant Cleaner
DP: 222.00   BV: 111.00   PV: 4.11
Weight(gm): 558.00";"33";"2022-02-26 17:14:20"
"323";"Silver Dip - Instant Silver Cleaner";"215";"108.14";"4.01";"Code: HC0026   Shade Name: 
DP: 215.00   BV: 108.14   PV: 4.01
Weight(gm): 410.00
";"33";"2022-02-26 17:15:14"
"326";"Stericlean Powerful Disinfectant Cleaner Original";"120";"60";"2.22";"Code: HC3027   Shade Name: SteriClean - Disinfectant Cleaner
DP: 120.00   BV: 60.00   PV: 2.22
Weight(gm): 318.00";"33";"2022-02-26 17:18:55"
"327";"Germi Bust Multi-Surface Disinfectant Spray";"175";"70";"2.59";"Code: HC0020   Shade Name: 
DP: 175.00   BV: 70.00   PV: 2.59
Weight(gm): 227.00";"33";"2022-02-26 17:21:07"
"328";"One Der Drop Advanced Concentrated Dish Washing Liquid (Original Formula) New";"200";"100";"3.7";"Code: HC0006   Shade Name: 
DP: 200.00   BV: 100.00   PV: 3.70
Weight(gm): 613.00";"33";"2022-02-26 17:22:06"
"329";"Fruveg Fruit and Vegetable Wash";"250";"125";"4.63";"Code: HC0021   Shade Name: 
DP: 250.00   BV: 125.00   PV: 4.63
Weight(gm): 545.00";"33";"2022-02-26 17:22:55"
"330";"Stericlean Powerful Disinfectant Cleaner Lime";"222";"111";"4.11";"Code: HC2027   Shade Name: 
DP: 222.00   BV: 111.00   PV: 4.11
Weight(gm): 565.00";"33";"2022-02-26 18:59:27"
"331";"Stericlean Powerful Disinfectant Cleaner Khus";"222";"111";"4.11";"Code: HC2028   Shade Name: 
DP: 222.00   BV: 111.00   PV: 4.11
Weight(gm): 565.00";"33";"2022-02-26 19:01:12"
"332";"Stericlean Powerful Disinfectant Cleaner Advance";"191";"95.5";"3.54";"Code: HC2026   Shade Name: 
DP: 191.00   BV: 95.50   PV: 3.54
Weight(gm): 546.00";"33";"2022-02-26 19:03:01"
"333";"Well Spirulina";"415";"249";"9.22";"Code: HL2008   Shade Name: Well Spirulina (New MRP)
DP: 415.00   BV: 249.00   PV: 9.22
Weight(gm): 106.00";"22";"2022-02-26 19:56:08"
"334";"Well Aloe Vera";"285";"171";"6.33";"Code: HL2027   Shade Name: 
DP: 285.00   BV: 171.00   PV: 6.33
Weight(gm): 60.00";"22";"2022-02-26 20:02:26"
"335";"Well Noni";"515";"309";"11.44";"Code: HL2030   Shade Name: 
DP: 515.00   BV: 309.00   PV: 11.44
Weight(gm): 81.00";"22";"2022-02-26 20:04:40"
"338";"Modicare Envirochip - Family Pack New";"2000";"1200";"44.44";"Code: HL2023   Shade Name: 
DP: 2000.00   BV: 1200.00   PV: 44.44
Weight(gm): 16.00";"22";"2022-02-26 20:21:46"
"339";"Modicare Envirochip - Soch Badlo New";"600";"360";"13.33";"Code: HL2059   Shade Name: 
DP: 600.00   BV: 360.00   PV: 13.33
Weight(gm): 11.00";"22";"2022-02-26 20:23:44"
"340";"Modicare Enviroglobe Rose Gold";"4165";"2499";"92.56";"Code: HL2022   Shade Name: 
DP: 4165.00   BV: 2499.00   PV: 92.56
Weight(gm): 515.00";"22";"2022-02-26 20:24:37"
"341";"Well Pudina With Tulsi";"335";"201.54";"7.46";"Code: HL2007   Shade Name: Well Pudina With Tulsi (Pack Of 100 Soft Gels (New MRP)
DP: 335.00   BV: 201.54   PV: 7.46
Weight(gm): 75.00";"22";"2022-02-26 20:28:44"
"342";"Well All Plant Protein Powder (500 g)";"2000";"1200";"44.44";"Code: FS5052   Shade Name: 
DP: 2000.00   BV: 1200.00   PV: 44.44
Weight(gm): 640.00
";"22";"2022-02-26 20:57:02"
"343";"Well All Plant Protein Powder ( 200 g)";"900";"540";"20";"Code: FS5051   Shade Name: 
DP: 900.00   BV: 540.00   PV: 20.00
Weight(gm): 284.00";"22";"2022-02-26 20:58:41"
"344";"Well Flax Oil";"560";"336";"12.44";"Code: HL2004   Shade Name: Well Flax Oil (Pack Of 90 Soft Gels) (New MRP)
DP: 560.00   BV: 336.00   PV: 12.44
Weight(gm): 112.00";"22";"2022-02-26 21:01:56"
"346";"Modicare Enviroglobe Silver";"4165";"2499";"92.56";"Code: HL2021   Shade Name: 
DP: 4165.00   BV: 2499.00   PV: 92.56
Weight(gm): 515.00";"22";"2022-02-26 21:06:57"
"347";"Well Strong & Smart (Chocolate Flavour)";"600";"360";"13.33";"Code: HL1001   Shade Name: Modicare Well Strong & Smart (New MRP)
DP: 600.00   BV: 360.00   PV: 13.33
Weight(gm): 303.00
";"22";"2022-02-26 21:08:25"
"348";"MODICARE ENVIROCHIP RADIATION PROTECTION-TRI BAND";"500";"325";"12.04";"Code: 600825   Shade Name: 
DP: 500.00   BV: 325.00   PV: 12.04
Weight(gm): 11.00";"22";"2022-02-26 21:10:58"
"349";"Modicare Premium Limited Edition Mask-black(l) pack of 2";"215";"108";"4";"Code: HL2033 HL2034 HL2039
Shade Name: 
DP: 215.00   BV: 108.00   PV: 4.00
Weight(gm): 48.00";"22";"2022-02-26 21:44:12"
"350";"Essensual Pocket Perfume Wild Girl New";"70";"21";"0.78";"Code: PC0031   Shade Name: 
DP: 70.00   BV: 21.00   PV: 0.78
Weight(gm): 33.00";"31";"2022-02-27 09:39:38"
"351";"Essensual Pocket Perfume Dusky Desire New";"70";"21";"0.78";"Code: PC0032   Shade Name: 
DP: 70.00   BV: 21.00   PV: 0.78
Weight(gm): 33.00";"31";"2022-02-27 09:40:45"
"352";"Essensual Romantic Orchid-pocket perfume";"68";"20.4";"0.76";"Code: PC0029   Shade Name: 
DP: 68.00   BV: 20.40   PV: 0.76
Weight(gm): 33.00";"31";"2022-02-27 09:41:42"
"353";"Essensual Pocket Perfume Spice Woods New";"68";"20.4";"0.76";"Code: PC0030   Shade Name: 
DP: 68.00   BV: 20.40   PV: 0.76
Weight(gm): 33.00";"31";"2022-02-27 09:42:45"
"354";"Velocity Men Twin Blade Plus Readyshaver";"130";"52";"1.93";"Code: PC5012   Shade Name: 
DP: 130.00   BV: 52.00   PV: 1.93
Weight(gm): 42.00";"31";"2022-02-27 10:48:50"
"355";"Velocity Men 7 In 1 Beard Growth Oil";"320";"176";"6.52";"Code: PC5014   Shade Name: 
DP: 320.00   BV: 176.00   PV: 6.52
Weight(gm): 95.00";"31";"2022-02-27 10:49:49"
"356";"Salon Professional Argan Oil Of Morocco Hair Treatment Oil New";"630";"378";"14";"Code: PC5285   Shade Name: 
DP: 630.00   BV: 378.00   PV: 14.00
Weight(gm): 225.00";"31";"2022-02-27 10:54:49"
"357";"Fruit Of The Earth Shampoo With Henna & Jojoba Oil (Hair Fall Control)";"110";"55";"2.04";"Code: PC5258   Shade Name: 
DP: 110.00   BV: 55.00   PV: 2.04
Weight(gm): 117.00";"31";"2022-02-27 10:57:18"
"358";"Fruit Of The Earth Conditioner With Aloe Vera & Almond Oil (Smooth & Shine)";"135";"67.5";"2.5";"Code: PC5259   Shade Name: 
DP: 135.00   BV: 67.50   PV: 2.50
Weight(gm): 115.00";"31";"2022-02-27 10:58:15"
"359";"Salon Professional Argan Oil of Morocco - Conditioner";"405";"243";"9";"Code: PC5283   Shade Name: 
DP: 405.00   BV: 243.00   PV: 9.00
Weight(gm): 236.00";"31";"2022-02-27 10:59:00"
"360";"Salon Professional Cool Herbal Oil";"85";"34";"1.26";"Code: PC0033   Shade Name: 
DP: 85.00   BV: 34.00   PV: 1.26
Weight(gm): 103.00";"31";"2022-02-27 11:53:27"
"361";"Salon Professional Amla Hair Oil";"60";"24";"0.89";"Code: PC0034   Shade Name: 
DP: 60.00   BV: 24.00   PV: 0.89
Weight(gm): 103.00";"31";"2022-02-27 11:55:33"
"362";"Schloka Purifying Lime Peel & Neem Face Wash-Men";"180";"108";"4";"Code: SC3021   Shade Name: 
DP: 180.00   BV: 108.00   PV: 4.00
Weight(gm): 85.00";"31";"2022-02-27 11:57:28"
"363";"Essensual Body Puff - Ultra Soft & Gentle";"85";"51";"1.89";"Code: PC9000   Shade Name: 
DP: 85.00   BV: 51.00   PV: 1.89
Weight(gm): 50.00";"31";"2022-02-27 12:04:47"
"364";"Sanitary Napkin - X-Large";"240";"132";"4.89";"Code: PC6051   Shade Name: 
DP: 240.00   BV: 132.00   PV: 4.89
Weight(gm): 162.00";"31";"2022-02-27 12:06:36"
"365";"Sanitary Napkin - Large";"225";"123.75";"4.58";"Code: PC6050   Shade Name: 
DP: 225.00   BV: 123.75   PV: 4.58
Weight(gm): 138.00";"31";"2022-02-27 12:07:50"
"366";"VELOCITY MEN COOL MENTHOL SHAMPOO";"165";"90.75";"3.63";"Code: PC6035   Shade Name: 
DP: 165.00   BV: 90.75   PV: 3.63
Weight(gm): 0.00";"31";"2022-02-27 12:08:41"
"367";"Velocity Men Fortifying Hair Conditioner";"153";"84.15";"3.12";"Code: PC6032   Shade Name: 
DP: 153.00   BV: 84.15   PV: 3.12
Weight(gm): 142.00";"31";"2022-02-27 12:09:30"
"368";"Velocity Men Fortifying Shampoo";"165";"91";"3.37";"Code: PC6028   Shade Name: Velocity Men Fortifying Shampoo
DP: 165.00   BV: 91.00   PV: 3.37
Weight(gm): 194.00";"31";"2022-02-27 12:10:18"
"369";"Salon Professional Advance Formula Radiant Shine Conditioner";"270";"161.89";"6";"Code: PC5248   Shade Name: 
DP: 270.00   BV: 161.89   PV: 6.00
Weight(gm): 230.00
";"31";"2022-02-27 12:12:18"
"370";"Salon Professional Advance Formula Hair Fall Defense Shampoo";"260";"156.22";"5.79";"Code: PC5247   Shade Name: 
DP: 260.00   BV: 156.22   PV: 5.79
Weight(gm): 230.00";"31";"2022-02-27 12:14:36"
"372";"SALON PROFESSIONAL ADVANCED FORMULA DANDRUFF CARE SHAMPOO";"260";"156.22";"5.79";"Code: PC5245   Shade Name: 
DP: 260.00   BV: 156.22   PV: 5.79
Weight(gm): 200.00";"31";"2022-02-27 12:25:20"
"373";"Essensual Hand & Body Lotion (Glycerine & Honey)";"160";"95.24";"3.53";"Code: PC5242   Shade Name: 
DP: 160.00   BV: 95.24   PV: 3.53
Weight(gm): 117.00";"31";"2022-02-27 12:31:36"
"374";"Auto Glow Auto Polish-For Car, Appliances & Others";"390";"195";"7.22";"Code: AC3008   Shade Name: 
DP: 390.00   BV: 195.00   PV: 7.22
Weight(gm): 541.00";"27";"2022-02-27 23:27:01"
"375";"Salon Professional Hair Color-Dark Blond (6)";"415";"166";"6.15";"Code: PC5237   Shade Name: 
DP: 415.00   BV: 166.00   PV: 6.15
Weight(gm): 210.00";"31";"2022-02-27 23:32:30"
"376";"Salon Professional Hair Color-Light Brown (5)";"415";"166";"6.15";"Code: PC5236   Shade Name: 
DP: 415.00   BV: 166.00   PV: 6.15
Weight(gm): 210.00";"31";"2022-02-27 23:33:24"
"377";"Salon Professional Hair Color-Chocolate (4)";"415";"166";"6.15";"Code: PC5235   Shade Name: 
DP: 415.00   BV: 166.00   PV: 6.15
Weight(gm): 210.00";"31";"2022-02-27 23:34:18"
"378";"Salon Professional Hair Color-Brown (3)";"415";"166";"6.15";"Code: PC5234   Shade Name: 
DP: 415.00   BV: 166.00   PV: 6.15
Weight(gm): 210.00";"31";"2022-02-27 23:35:26"
"379";"Salon Professional Hair Color-Dark Brown (1)";"415";"166";"6.15";"Code: PC5232   Shade Name: 
DP: 415.00   BV: 166.00   PV: 6.15
Weight(gm): 210.00";"31";"2022-02-27 23:36:52"
"381";"Fruit Of The Earth Shampoo With Arnica & Tea Tree Oil (Dandruff Control)";"110";"55";"2.04";"Code: PC5257   Shade Name: 
DP: 110.00   BV: 55.00   PV: 2.04
Weight(gm): 117.00";"31";"2022-02-27 23:39:23"
"382";"Velocity Men Smooth Shave Gel";"105";"57.75";"2.14";"Code: PC5011   Shade Name: 
DP: 105.00   BV: 57.75   PV: 2.14
Weight(gm): 77.00";"31";"2022-02-27 23:40:36"
"383";"Velocity Men Premium Shaving Cream";"110";"60.92";"2.26";"Code: PC5010   Shade Name: Velocity Men Premium Shaving Cream (New MRP)
DP: 110.00   BV: 60.92   PV: 2.26
Weight(gm): 101.00";"31";"2022-02-28 01:25:58"
"386";"Velocity Men Hair Styling Gel";"90";"49.5";"1.83";"Code: PC5008   Shade Name: 
DP: 90.00   BV: 49.50   PV: 1.83
Weight(gm): 76.00";"31";"2022-02-28 01:28:51"
"390";"Velocity Men Body Spray";"195";"97.5";"3.61";"Code: PC5002   Shade Name: Velocity Men Body Spray (New MRP)
DP: 195.00   BV: 97.50   PV: 3.61
Weight(gm): 163.00";"31";"2022-02-28 01:34:18"
"391";"Velocity Men After Shave Splash";"210";"115.5";"4.28";"Code: PC5001   Shade Name: 
DP: 210.00   BV: 115.50   PV: 4.28
Weight(gm): 293.00";"31";"2022-02-28 01:35:06"
"392";"Sofwash 3 IN 1 Hand wash, Shower Gel & Bubble Bath - Green Apple";"160";"96";"3.56";"Code: PC4005   Shade Name: 
DP: 160.00   BV: 96.00   PV: 3.56
Weight(gm): 326.00";"31";"2022-02-28 01:36:21"
"393";"Sofwash Glycerine & Honey Bar";"129";"64.5";"2.39";"Code: PC4003   Shade Name: Sofwash Glycerin & Honey Bar ( 100G X 2) (New MRP)
DP: 129.00   BV: 64.50   PV: 2.39
Weight(gm): 237.00";"31";"2022-02-28 01:37:02"
"394";"Sofwash 3 In 1 Hand Wash Shower Gel & Bubble Bath - Berry Strawberry";"160";"96";"3.56";"Code: PC4001   Shade Name: 
DP: 160.00   BV: 96.00   PV: 3.56
Weight(gm): 326.00";"31";"2022-02-28 01:37:50"
"398";"Fruit Of The Earth Shampoo With Arnica & Tea Tree Oil (Dandruff Control)";"175";"87.5";"3.24";"Code: PC1005   Shade Name: Fote-Shampoo With Arnica And Tea Tree Oil 200 (New MRP)
DP: 175.00   BV: 87.50   PV: 3.24
Weight(gm): 262.00";"31";"2022-02-28 01:41:41"
"399";"Fruit Of The Earth Shampoo With Henna & Jojoba Oil (Hair Fall Control)";"175";"87.5";"3.24";"Code: PC1006   Shade Name: Fote-Shampoo With Henna And Jojoba Oil 200 Ml (New MRP)
DP: 175.00   BV: 87.50   PV: 3.24
Weight(gm): 258.00";"31";"2022-02-28 01:42:42"
"400";"Fruit Of The Earth Conditioner With Aloe Vera & Almond Oil (Smooth & Shine)";"190";"114";"4.22";"Code: PC1002   Shade Name: Fote-Conditioner With Aloe Vera And Almond Oi (New MRP)
DP: 190.00   BV: 114.00   PV: 4.22
Weight(gm): 201.00";"31";"2022-02-28 01:43:40"
"410";"Baby Spa 2 In 1 Bubble Bath & Wash";"201";"110.55";"4.09";"Code: BC0010   Shade Name: 
DP: 201.00   BV: 110.55   PV: 4.09
Weight(gm): 235.00";"33";"2022-02-28 01:56:43"
"411";"Baby Spa Massage Oil";"195";"107.25";"3.97";"Code: BC0008   Shade Name: 
DP: 195.00   BV: 107.25   PV: 3.97
Weight(gm): 198.00";"33";"2022-02-28 01:57:31"
"413";"Baby Spa No-Tears Shampoo";"190";"104.5";"3.87";"Code: BC0005   Shade Name: 
DP: 190.00   BV: 104.50   PV: 3.87
Weight(gm): 235.00";"33";"2022-02-28 01:59:41"
"414";"Baby Spa Moisturising Lotion";"175";"96.25";"3.56";"Code: BC0004   Shade Name: 
DP: 175.00   BV: 96.25   PV: 3.56
Weight(gm): 225.00";"33";"2022-02-28 02:00:32"
"415";"Baby Spa Milk Cream";"100";"55";"2.04";"
Code: BC0003   Shade Name: 
DP: 100.00   BV: 55.00   PV: 2.04
Weight(gm): 58.00";"33";"2022-02-28 02:01:28"
"419";"Fruit of the Earth-Henna";"80";"40";"1.48";"Code: PC1022   Shade Name: 
DP: 80.00   BV: 40.00   PV: 1.48
Weight(gm): 120.00";"31";"2022-02-28 02:11:43"
"420";"Sofwash Lime Soap ";"32";"8";"0.3";"Code: PC4013   Shade Name: 
DP: 32.00   BV: 8.00   PV: 0.30
Weight(gm): 103.00";"31";"2022-02-28 02:15:07"
"421";"Sofwash Orange Soap";"32";"8";"0.3";"Code: PC4012   Shade Name: 
DP: 32.00   BV: 8.00   PV: 0.30
Weight(gm): 103.00";"31";"2022-02-28 02:16:13"
"422";"Sofwash Berry Strawberry 3 In 1- Refill Pouch -New (Green Apple) (Citrusy Lime)  ";"250";"150.21";"5.56";"Code: PC4007  PC4008  PC4009 Shade Name: 
DP: 250.00   BV: 150.21   PV: 5.56
Weight(gm): 537.00";"31";"2022-02-28 02:24:14"
"423";"Fresh Moments Deep Clean Anti-Cavity Toothpaste";"45";"11.25";"0.42";"Code: PC0035   Shade Name: 
DP: 45.00   BV: 11.25   PV: 0.42
Weight(gm): 120.00";"31";"2022-02-28 02:25:29"
"424";"FOTE- Heena & Jojoba Oil Shampoo (6ml*48 sachets )";"168";"67.2";"49";"Code: PC0050   Shade Name: 
DP: 168.00   BV: 67.20   PV: 2.49
Weight(gm): 320.00";"31";"2022-02-28 02:29:27"
"425";"FOTE -Arnica & Tea Tree Oil Shampoo (6ml *48 sachets )";"168";"67.2";"2.49";"Code: PC0051   Shade Name: 
DP: 168.00   BV: 67.20   PV: 2.49
Weight(gm): 320.00";"31";"2022-02-28 02:30:56"
"426";"Baby Spa Soft Cleansing Wipes";"220";"88";"3.26";"Code: BC0012   Shade Name: 
DP: 220.00   BV: 88.00   PV: 3.26
Weight(gm): 515.00";"31";"2022-02-28 10:47:41"
"427";"All Pure Germ Protection Wipes-New";"99";"39.6";"1.46";"Code: PC0070   Shade Name: 
DP: 99.00   BV: 39.60   PV: 1.46
Weight(gm): 186.00";"31";"2022-02-28 10:48:40"
"428";"Essensual Cold Cream";"173";"86.52";"3.2";"Code: PC0078   Shade Name: 
DP: 173.00   BV: 86.52   PV: 3.20
Weight(gm): 155.00";"31";"2022-02-28 10:49:26"
"429";"All Pure Hand Sanitizer New";"115";"28.75";"1.06";"Code: PC0041   Shade Name: 
DP: 115.00   BV: 28.75   PV: 1.06
Weight(gm): 249.00";"31";"2022-02-28 10:51:00"
"431";"All Pure Hand Sanitizer -Moringa 100ml";"68";"17";"0.63";"Code: PC0043   Shade Name: 
DP: 68.00   BV: 17.00   PV: 0.63
Weight(gm): 106.00";"31";"2022-02-28 10:53:07"
"432";"All Pure Hand Sanitizer New";"225";"56.25";"2.08";"Code: PC0042   Shade Name: 
DP: 225.00   BV: 56.25   PV: 2.08
Weight(gm): 497.00";"31";"2022-02-28 10:54:39"
"433";"All Pure Hand Sanitizer New";"30";"3";"0.11";"Code: PC0039   Shade Name: 
DP: 30.00   BV: 3.00   PV: 0.11
Weight(gm): 65.00";"31";"2022-02-28 10:55:52"
"436";"Schloka Hydrating Papaya & Hibiscus Moisturiser";"245";"147";"5.44";"Code: SC0025   Shade Name: 
DP: 245.00   BV: 147.00   PV: 5.44
Weight(gm): 140.00";"23";"2022-02-28 16:55:55"
"440";"Schloka Rejuvenating Day Cream With Almond & Lavender";"240";"144";"5.33";"Code: SC0013   Shade Name: Schloka Rejuvenating Day Cream (New MRP)
DP: 240.00   BV: 144.00   PV: 5.33
Weight(gm): 131.00";"23";"2022-02-28 17:06:00"
"443";"Fruit Of The Earth Cleansing Gel With Apricot & Tea Tree Oil (Ph Balanced)";"250";"125";"4.63";"Code: PC5262   Shade Name: 
DP: 250.00   BV: 125.00   PV: 4.63
Weight(gm): 118.00";"23";"2022-02-28 17:16:31"
"446";"Fruit Of The Earth Cleansing Gel With Apricot & Tea Tree Oil (Ph Balanced)";"315";"189";"7";"Code: PC1001   Shade Name: 
DP: 315.00   BV: 189.00   PV: 7.00
Weight(gm): 203.00";"23";"2022-02-28 17:19:04"
"448";"Schloka Gold Facial Kit";"225";"135";"5";"Code: PC1023   Shade Name: 
DP: 225.00   BV: 135.00   PV: 5.00
Weight(gm): 75.00";"23";"2022-02-28 17:28:18"
